title,longitude,latitude,temporarilyClosed,totalScore,reviewsCount,categoryName,Dine in,Outdoor Seating
Bill's Bar & Burger,-74.0141839,40.7095222,false,4.2,,Hamburger restaurant,TRUE,
Shake Shack,-74.0149039,40.7152344,false,4.3,,Hamburger restaurant,TRUE,TRUE
Del Frisco's Grille,-74.0150122,40.7140038,false,4.1,,Steak house,TRUE,TRUE
Blue Smoke,-74.0153591,40.7146267,false,4.4,,Southern restaurant (US),TRUE,
Hudson Eats,-74.0154149,40.7131304,false,4.2,,Restaurant,TRUE,
Seamore's Brookfield Place,-74.0154954,40.7141782,false,4,,Seafood restaurant,TRUE,TRUE
Atrio Wine Bar & Restaurant,-74.0155621,40.7150499,false,4.3,,Restaurant,TRUE,
Chopt Creative Salad,-74.0157971,40.7127824,false,3.7,,Salad shop,TRUE,
P.J. Clarke's,-74.016182,40.713756,false,4.2,,American restaurant,TRUE,TRUE
Chipotle Mexican Grill,-74.0163696,40.7107027,false,4,,Mexican restaurant,TRUE,
2West,-74.0177778,40.7055556,false,4.3,,New American restaurant,TRUE,
